Chapter,Verse,Sanskrit ,Word Meanings,Translation ,chapter,verse,sanskrit,translation,question
4,7,कर्माशुक्लाकृष्णं योगिनस्त्रिविधमितरेषाम्,"कर्म = action; अशुक्ल = not white; कृष्ण = not black; योगी = yogi; त्रिविधम = threefold; इतरेषाम = others
","The actions of a (true) yogi is neither white (right) nor black (wrong) unlike others (non-yogi) which are of three types (right, wrong or both).",,,,,
4,8,ततस्तद्विपाकानुगुणानामेवाभिव्यक्तिर्वासनानाम्,"तत = therefore, from these, from that; तद = its, that; विपाक = ripening, fruition; result अनुगुणाम = going with, following, accompanying; एव = thus; अभिव्यक्ति = manifestation; वासना = latent properties, traits","From it (the three fold actions), furthur outcome in accordance with the latent subconscious traits manifest .",,,,,
4,9,जातिदेशकालव्यवहितानामप्यानन्तर्यं स्मृतिसंस्कारयोरेकरूपत्वात्,"जाति = birth, rank; देश = place; काल = time; व्यवहितान = hidden, separated, अपि = also, अनन्तर्यं = succession; स्मृति = memory, mindfulness; संस्कार = latent impressions; एक = one; रूपत्वात = essential form
","Memory and samskaras (subconscious impressions) are essentially identical, therefore, even if (both are) seperated by the virtue of birth, place and time they manifest without any difference of order.",,,,,
4,10,तासामनादित्वं चाऽऽशिषो नित्यत्वात्,"तासाम = of these; अनादित्वं = without beginning; च = and; आशिष = primordial will to exist; नित्यत्वात = everlasting, eternity
",These (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,,,,,
4,11,हेतुफलाश्रयालम्बनैः संगृहीतत्वादेषामभावे तदभावः,"हेतु = cause, reason; फल = outcome,motive, effect; आश्रय = substratum, mind; आलम्बना = support, object; संगृहीत = inter-connectedness; एषाम = of these; अभावे/अभाव = non-existence, disappearance; तद = its, that
","(The fourfold pillars that sustains samskara i.e.) Cause, Motive, Substratum, and Object (of impression) are interconnected, thus, it (samskara) becomes non-existent when these (four) do so.",,,,,
4,12,अतीतानागतं स्वरूपतोऽस्त्यध्वभेदाद्धर्माणाम्,"अतीत = past; अनागतं = future; स्व = own; रूप = in form; अस्ति = exist; अध्व = path, route; भेदात = division, difference; धर्म = properties, visible forms, experiential substances
","Time periods of past and future are inherent in the underlying foundation (dharmi* refer 3.14), representing distinct aspects in the same continuum of experiential substances (dharma*).",,,,,
4,13,ते व्यक्तसूक्ष्मा गुणात्मानः,"ते = they, these; व्यक्त = manifest; सूक्ष्म = subtle; गुण = fundamental qualities of nature; आत्मा = self, essence
","Each of these (past, present or future), whether manifest or subtle, displays characteristics that stem from the fundamental qualities of nature (tri-gunas).",,,,,
4,14,परिणामैकत्वाद्वस्तुतत्त्वम्,"परिणाम = development, change, transformation; एकत्व = oneness, singularity; वस्तु = object, substance; तत्त्वम = thatness, elemental quality, principle
",The uniformity in/of the transformation is due to the singularity in the elemental quality (or principles).,,,,,
4,15,वस्तुसाम्ये चित्तभेदात्तयोर्विभक्तः पन्थाः,"वस्तु = object, substance; साम्ये = equality; चित्त = consciousness; भेद = division, difference; तयो = of both; विभक्त = separation; पन्थ = path
","Because there is a multiplicity of minds (perceiving an object) but yet the object remains consistent, there is a difference in nature between the object and the mind (of the observer).",,,,,
4,16,न चैकचित्ततन्त्रं वस्तु तदप्रमाणकं तदा किं स्यात्,"न = not; च = and; एक = one; चित्त = consciousness; तन्त्रं = dependent; वस्तु = object, substance; तद = that, these; अप्रमाणकं = unobserved; तदा = then; किं = what; स्यात = could be
","An object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",,,,,
4,17,तदुपरागापेक्षित्वाच्चित्तस्य वस्तु ज्ञाता ज्ञातम्,"तद  = its, that; उपराग = coloring; अपेक्षित = necessity; चित्त = consciousness; वस्तु = object, substance; ज्ञाता = known; ज्ञातम = not known
",A thing is either known or not known by the mind depending on whether it is noticed by the mind.,,,,,
4,18,सदाज्ञाताश्चित्तवृत्तयस्तत्प्रभोः पुरुषस्यापरिणामित्वात्,"सदा = always; ज्ञात = known; चित्त = consciousness; वृत्ति = patterning, turnings, movements; तद = that, these; प्रभो = superior; पुरुष = pure awareness; अपरिणाम = immutability","The permutations of the mind are always known its master, the purusa soul, because of the soul's unchanging nature.",,,,,
4,19,न तत्स्वाभासं दृश्यत्वात्,"न = not; तत = that, these; स्व = own; आभासं = luminosity; दृश्यत्वात = seen-ness
","Nor is the mind self-illuminating, because of its nature as the object of perception.",,,,,
4,20,एकसमये चोभयानवधारणम्,एक = one; समय = circumstance; च = and; उभय = both; अनवधारणम = not perceiving,There cannot be discernment of both (the mind and the object it perceives) at the same time. ,,,,,
4,21,चित्तान्तरदृश्ये बुद्धिबुद्धेरतिप्रसङ्गः स्मृतिसंकरश्च,"चित्त = consciousness; आन्तर = other; दृश्य = seen; बुद्धि = perception, cognition; बुद्धे = perception, cognition; अतिप्रसङ्ग = regress; स्मृति = memory, mindfulness, depth memory; संकर = confusion, mixing up; च = and
","If (the mind) were cognized by another mind, then there would be an infinite regress of one intelligence (being known) by another intelligence. Moreover, there would also be confusion of memory.",,,,,
4,22,चित्तेरप्रतिसंक्रमायास्तदाकारापत्तौ स्वबुद्धिसंवेदनम्,"चित्त = pure awareness; अप्रतिसंक्रमाय = immobile, unchanging; तद = its, that; आकार = shape; आपत्तौ = assumes, occurs; स्व = own; बुद्धि = perception, intelligence; संवेदनम = sensitivity","Although it is unchanging, consciousness becomes aware of its own intelligence by means of pervading the forms assumed by the intelligence.",,,,,
4,23,द्रष्टृदृश्योपरक्तं चित्तं सर्वार्थम्,"दृष्टा = seer, pure awareness, दृश्य = what is seen, उपरक्तं  = colored; चित्त = consciousness; सर्व = all; अर्थ = meaning, purpose, approach, object","The mind, colored by the seer as well as by that which is seen, knows all objects.",,,,,
4,24,तदसंख्येयवासनाभिश्चित्रमपि परार्थं संहत्यकारित्वात्,"तद = that, these; असंख्य = countless; वासना = latent properties, traits; चित्रम = variegated, spotted; अपि = also; परा = other; अर्थ = meaning, purpose, approach, object; संहत्य = compound; कारित्वात = activity","That mind, with its countless variegated subliminal impressions, exists for another entity (other than itself) because it operates in conjunction (with other instruments).",,,,,
4,25,विशेषदर्शिन आत्मभावभावनानिवृत्तिः,"विशेष = difference, distinction, distinct, particular; दर्शिन = one who sees; आत्मा = self, essence; भाव = being, becoming; भावना = realizing, becoming; अनिवृत्ति = cessation
","For one who sees the distinction (between the mind and the soul), reflecting on the nature of the self ceases.",,,,,
4,26,तदा विवेकनिम्नं कैवल्यप्राग्भारं चित्तम्,"तद = then; विवेक = discrimination; निम्न = bent, inclined toward; कैवल्य = emancipation, isolation of pure awareness; प्राग = before; भार = load; चित्त = consciousness
","At that point, the mind, inclined towards discrimination, gravitates toward ultimate liberation.",,,,,
4,27,तच्छिद्रेषु प्रत्ययान्तराणि संस्कारेभ्यः,"तद = that, these; छिद्रेषु = gap; प्रत्यय = perception, thought, intention, representation; अन्तराणि = other; संस्कार = latent impressions
",During the intervals (in this state of discriminate awareness) other ideas (arise) because of previous samskaras.,,,,,
4,28,हानमेषां क्लेशवदुक्तम्,"हानम = cessation; एषां = of these; क्लेश = like the causes of suffering; उक्तम = described, explained
",The removal (of these previous samskaras) is said to be like (the removal) of the klesa afflictions.,,,,,
4,29,प्रसंख्यानेऽप्यकुसीदस्य सर्वथा विवेकख्यातेर्धर्ममेघः समाधिः,"प्रसंख्य = elevation, summit; अपि = also; अकुसीदस्य = one without greed; सर्वथा = in all circumstances; विवेक = discrimination; ख्याति = seeing; धर्म = property, visible form, experiential, substance, मेघ = cloud, rain showers; समाधि = oneness, integration
","For one who has no interest even in (the fruits) of meditative wisdom on account of the highest degree of discriminative insight, the samadhi called dharma-megha, cloud of virtue, ensues. ",,,,,
4,30,ततः क्लेशकर्मनिवृत्तिः,"तत = therefore, from these, from that; क्लेश = cause of suffering, corruption, hindrance, affliction, poison; कर्म = action; निवृत्ति = cessation
",From this comes the cessation of the klesas (impediments to yoga) and karma.,,,,,
4,31,तदा सर्वावरणमलापेतस्य ज्ञानस्याऽऽनन्त्याज्ज्ञेयमल्पम्,"तद = then; सर्व = all; आवरण = covering, veil, layer; मल = imperfection; अपतस्य = removed; ज्ञान = knowledge, insight; अनंत्यत = infinity, the boundless; ज्ञान = to be known; अल्पम = little
","At this point, because of the unlimited nature of knowledge when all impurities have been removed from it, that which remains to be known is little.",,,,,
4,32,ततः कृतार्थानां परिणामक्रमसमाप्तिर्गुणानाम्,"ततः = therefore, from these, from that; कृत = done, accomplished; अर्थ= meaning, purpose, approach, object; परिणाम = transformation; क्रम = sequence, flow, succession; समाप्ति = termination; गुण = fundamental qualities of nature
","As a result, there is a cessation of the ongoing permutations of the gunas, their purpose now fulfilled.",,,,,
4,33,क्षणप्रतियोगी परिणामापरान्तनिर्ग्राह्यः क्रमः,"क्षण = moment; प्रतियोगी = corresponding; परिणाम = transformation; अपरा = other; अंत = end; निर्ग्राह्य = graspable; क्रम = sequence, flow, succession
",The progression (of any object through Time) corresponds to a (series of) moments. It is perceivable at the final (moment) of change.,,,,,
4,34,पुरुषार्थशून्यानां गुणानां प्रतिप्रसवः कैवल्यं स्वरूपप्रतिष्ठा वा चितिशक्तिरिति,"पुरुष = pure awareness; अर्थ = meaning, purpose, approach, object; शुन्य = empty; गुण = fundamental qualities of nature; प्रति = with regard to, toward, reversing; प्रसव = flow, motion, creation, inception; कैवल्य = emancipation, isolation of pure awareness; स्व = own; रूप = form; प्रतिष्ठा = foundation; वा = or; चिति = pure seeing; शक्ति = power; इति = that’s all, finis","Ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",,,,,
,,,,,1,1,अथ योगानुशासनम्,"Now, the teachings of yoga are presented since the student is ready to received these teachings.",When does Yoga commence? When should I start doing Yoga?
,,,,,1,2,योगश्चित्तवृत्तिनिरोधः,The purpose of yoga is to quieten the fluctuations of the chitta (mind).,What is the purpose of Yoga?
,,,,,1,3,तदा द्रष्टुः स्वरूपेऽवस्थानम्,"Once the state of Yoga is achieved, pure consciousness resides in its intrinsic nature.",What is the end result of Yoga practice?
,,,,,1,4,वृत्तिसारूप्यमितरत्र,"Till the state of Yoga is achieved, consciousness identifies itself with the mental patterns.",What is the usual state of our awareness? How does the mind behave when it is not controlled?
,,,,,1,5,वृत्तयः पञ्चतय्यः क्लिष्टाक्लिष्टाः,"These mental patterns can be classified into five types, which include both harmful and harmless ones.",What are the different types of thoughts? How many types of mental modifications are there? Into how many categories can our thoughts be divided?
,,,,,1,6,प्रमाणविपर्य्यविकल्पनिद्रास्मृतयः,"These five types of mental patters are right perception, misperception, conceptualization, deep sleep, and memory.",What are the five types of mental modifications? What are the five kinds of thoughts in Yoga?
,,,,,1,7,प्रत्यक्षानुमानागमाः प्रमाणानि,"Right perception arises from direct observation, inference, or the words of others.",What constitutes right perception? What are the methods to acquire right perception? What is right perception?
,,,,,1,8,विपर्ययो मिथ्याज्ञानमतद्रूपप्रतिष्ठम्,"False knowledge arises from misperception, which is not based on reality.",What is wrong knowledge? What is error?
,,,,,1,9,शब्दज्ञानानुपाती वस्तुशून्यो विकल्पः,"Imagination is a product of language-based knowledge, rather than direct experience with the physical world.",Define Imagination? What is imagination? What is fantasy?
,,,,,1,10,अभावप्रत्ययालम्बना वृत्तिर्निद्रा,The pattern of deep sleep is rooted in the perception that everything ceases to exist.,Define the state of mind in sleep? What is sleep state? Is sleep a mental modification?
,,,,,1,11,अनुभूतविषयासंप्रमोषः स्मृतिः, 'Remembering' refers to the act of retaining past experiences in memory.,Define memory? What is memory?
,,,,,1,12,अभ्यासवैराग्याभ्यां तन्निरोधः,"In order to quiet the fluctuations of the mind, one needs - practice and dispassion.",What are the methods to achieve the goal of Yoga? What are the methods to quieten the fluctuations of the mind? What are the means to calm your thoughts? What is the importance of practice and dispassion?
,,,,,1,13,तत्र स्थितौ यत्नोऽभ्यासः,Practice involves the persistent effort to abide in 'elevated' state.,Define Practice? What is 'practice'? 
,,,,,1,14,स तु दीर्घकालनैरंन्तर्यसत्कारासेवितो दृढ़भूमिः,Skillful and continuous cultivation of this 'practice' with devotion establishes firm roots over time.,Define the characteristics of 'practice'? What are the features of 'practice'? What kind of practice quietens the fluctuations of the mind?
,,,,,1,15,दृष्टानुश्रविकविषयवितृष्णस्य वशीकारसंज्ञा वैराग्यम्,"Complete dispassion occurs when one no longer becomes attached to anything, whether perceived (seen & heard) directly or learned.",What constitutes dispassion or detachment? What are the characteristics of dispassion? What are the signs of successful dispassion?
,,,,,1,16,तत्परं पुरुषख्यातेर्गुणवैतृष्ण्यम्,Pure awareness can recognize its independence from the fundamental qualities of nature when ultimate dispassion is achieved.,What is the attribute of an elevated level of dispassion? What happens when highest level of dispassion is reached?
,,,,,1,17,वितर्कविचारानन्दास्मितारूपानुगमात्संप्रज्ञातः,"Initially, the process of stilling the mind involves four levels of elevated cognition, including analytical thinking, insight, bliss, and the sense of self.",What are the levels of meditative absorbtion? What are the stages of meditative absorbtion?
,,,,,1,18,विरामप्रत्ययाभ्यासपूर्वः संस्कारशेषोऽन्यः,"As one practices steadily to bring all thoughts to a standstill, these four types of cognition gradually disappear, leaving only latent impressions in the subconscious mind.",What is the last level of meditative absorption? What happens at the highest level of meditative absorption? 
,,,,,1,19,भवप्रत्ययो विदेहप्रकृतिलयानाम्,Once the body is gone and these latent impressions might give rise to rebirth.,What happens if the meditative absorption is incomplete? 
,,,,,1,20,श्रद्धावीर्यस्मृतिसमाधिप्रज्ञापूर्वक इतरेषाम्,"For others, the path to realization involves faith, energy, right cognition in form of memory and to understand the various elevated levels of wisdom.",What are the various paths to realisation?
,,,,,1,21,तीव्रसंवेगानामासन्नः,"Those who earnestly seek liberation will find that realization is within reach, depending on the intensity of their practice.",Does intense practice help in achieving realisation?
,,,,,1,22,मृदुमध्याधिमात्रत्वात्ततोऽपि विशेषः,"The proximity to realization varies according to whether the practice is mild, moderate, or intense.",What are the various levels of Yoga practice?
,,,,,1,23,ईश्वरप्रणिधानाद्वा,Another pathway to realization involves being directed toward the ideal of pure awareness i.e. Ishvara or God.,What is the other singular path to achieve the (highest level of) meditative absorption? Do Yogis believe in God? Does praying to God help in Yoga? How does praying to God help?
,,,,,1,24,क्लेशकर्मविपाकाशयैरपरामृष्टः पुरुषविशेष ईश्वरः,"Ishvara or God is a unique and incorruptible manifestation of pure awareness that is completely independent of cause and effect, and devoid of any latent impressions.",What is the nature of God? 
,,,,,1,25,तत्र निरतिशयं सर्वज्ञबीजम्,Isvara or God is limitless and with unparalleled omniscience.,Describe the characteristics of God?
,,,,,1,26,स एषः पूर्वेषामपि गुरुः कालेनानवच्छेदात्,"Being beyond time, Isvara or God is revered as the primoridial master by the ancients.",Who is considered as the primordial teacher? Who is considered as the original teacher? Who is considered as the primordial master? Who is considered as the original master? Who is considered as the primordial Guru? Who is considered as the original Guru?
,,,,,1,27,तस्य वाचकः प्रणवः,"Isvara or God is symbolized by the sacred sound of ""Om"".",What name represents God? What sound represents God? What is God's name?
,,,,,1,28,तज्जपस्तदर्थभावनम्,This verbatim of Ishvara is to be repeated with devotion along with its meaning.,How should one take the name of God? What is the effective way to utter the name of God?
,,,,,1,29,ततः प्रत्यक्चेतनाधिगमोऽप्यन्तरायाभावश्च,"As one continues to focus on Ishvara as mentioned, one's consciouness ascends and also obstacles begin to dissipate.",What is the benefit of taking the name of God? What happens if one utters God's name in the prescribed manner?
,,,,,1,30,व्याधिस्त्यानसंशयमप्रमादालस्याविरतिभ्रान्तिदर्शनालब्धभूमिकत्वानवस्थितत्वानि चित्तविक्षेपास्तेऽन्तरायाः,"Obstacles such as sickness, apathy, doubt, carelessness, laziness, hedonism, delusion, lack of progress, and inconstancy all serve as distractions that clouds consciousness and act as barriers.",How many kinds of distractions of mind are there? What are the types of barriers in the path of Yoga?
,,,,,1,31,दुःखदौर्मनस्याङ्गमेजयत्वश्वासप्रश्वासा विक्षेपसहभुवः,"These distractions may result in feelings of distress, depression, or an inability to maintain steadiness of posture or breathing (uncontrolled inhalations & exhalations).",What are the effects of a distracted mind? What symptoms create the barriers on the path of Yoga?
,,,,,1,32,तत्प्रतिषेधार्थमेकतत्त्वाभ्यासः,"However, focus towards one unwavering 'element' (here Ishwara) can help one subdue these distractions.",What singular factor can alleviate the distractions of mind? How can one combat distractions of mind and its accompanying symptms?
,,,,,1,33,मैत्रीकरुणामुदितोपेक्षाणां सुखदुःखपुण्यापुण्यविषयाणां भावनातश्चित्तप्रसादनम्,"Other means involves radiating friendliness, compassion, delight, and equanimity towards one who is pleasant, in pain, good and bad respectively.",What are the other means to calm mental distractions? What constitutes emotional intelligence in Yoga? 
,,,,,1,34,प्रच्छर्दनविधारणाभ्यां वा प्राणस्य,Another way involves pausing after forceful exhalations.,How to calm the mental distractions through breath control? 
,,,,,1,35,विषयवती वा प्रवृत्तिरुत्पन्ना मनसः स्थितिनिबन्धनी,Steadily observing as new (sattvik) sensations arise  (by the means of any of the 5 sense organs) can be a way to subdue distractions and focus the mind.,How to calm the mind using the senses?
,,,,,1,36,विशोका वा ज्योतिष्मति,Experiencing thoughts that are luminous and free of sorrow can also aid in achieving stillness of mind.,What are some other means to calm mental distractions? How can we achieve stillness of mind?
,,,,,1,37,वीतरागविषयं वा चित्तम्,Focusing on things/people that do not inspire attachment can be a helpful technique in meditation.,Does holy company help in Yoga?
,,,,,1,38,स्वप्ननिद्राज्ञानालम्बनं वा,Reflecting on insights gained while asleep and dreaming can be a source of guidance too.,Can dreams help in Yoga? Are dreams relevant for Yoga?
,,,,,1,39,यथाभिमतध्यानाद्वा,Meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,Can focus on anything of one's (satvik) choice help in calming the mind? Can we focus of something of our choice? What should we focus on during meditation? How should we medidate?
,,,,,1,40,परमाणुपरममहत्त्वान्तोऽस्य वशीकारः,"Complete absorption in any object, whether subtlest and (macroscopic or) microscopic , is possible through meditation.",What kind of ability is gained by those who have controlled their mental distractions? What powers accrue when one calms down their mind?
,,,,,1,41,क्षीणवृत्तेरभिजातस्येव मणेर्ग्रहीतृग्रहणग्राह्येषु तत्स्थतदञ्जनता समापत्तिः,"As the fluctuations of mind fade away, a transparent mode of perception called 'samapatti'* alike to a transparent jewel/prism takes over. This transparent mind reflects everything in its perview equally - subject, object, or act of perceiving - like a prism (reflecting the constituents of light in seven colors).",What are the qualities of a mind ready for higher level of meditative absorption? What is samapatti?
,,,,,1,42,तत्र शब्दार्थज्ञानविकल्पैः संकीर्णा सवितर्का समापत्तिः,"In the state of 'savitarka samapatti'* i.e. samapatti* with physical awareness constitutes with liguistic idea of word, meaning and idea.",What are the stages of cognition for a mind ready for meditative absorption? What is savitarka samapatti?
,,,,,1,43,स्मृतिपरिशुद्धौ स्वरूपशून्येवार्थमात्रनिर्भासा निर्वितर्का,"At the next stage, objects lose their association with memory and are formless, revealing only their essential nature. This stage is known as 'nirvitarka'*.",How does the cognition of a mind at the higher level of mediative absorption appear? What is nirvitarka samapatti?
,,,,,1,44,एतयैव सविचारा निर्विचारा च सूक्ष्मविषया व्याख्याता,"Similarly, the states of 'savichara'* and 'nirvichara'* have objects of contemplation which are subtle in nature.",What is/are the subject matter of the mind at the higher levels of meditative absorption? What is savichara state? What is nirvichara state?
,,,,,1,45,सूक्ष्मविषयत्त्वं चालिङ्गपर्यवसानम्,"By tracing subtle objects back to their undifferentiated nature, they can be understood.",What are the details of the subject matter of the mind at the higher levels of meditative absorption?
,,,,,1,46,ता एव सबीजः समाधिः,"The four atages of awareness (mentioned above) - savitarka*, nirvitarka*, savichara* and nirvichara *- are referred to as meditative absorption that contains latent impressions (seeds).",What name is given to the all these higher level of meditative absorption collectively? What are the higher levels of meditative absorption collectively reffered to as? What is sabija samadhi? What are the four stages of sabija samadhi?
,,,,,1,47,निर्विचारवैशारद्येऽध्यात्मप्रसादः,"(Among these four stages) once the stage of nirvichara* is comprehended, the nature of the self is illuminated.",What happens if one successfully goes past these higher level of meditative absorption? What happens when the state of nirvichara is achieved?
,,,,,1,48,ऋतंभरा तत्र प्रज्ञा,The wisdom that arises from this comprehension is infallible.,How does the mind behave once passed the higher levels of meditation? What special quality is bestowed once the mind succesfully achieves the higher levels of meditation? Can one fall even after reaching nirvichara state?
,,,,,1,49,श्रुतानुमानप्रज्ञाभ्यामन्यविषयाविशेषार्थत्वात्,"This wisdom, unlike knowledge gained from inference or instruction, therefore holds a special importance.",What is special about the knowledge gained after reaching nirvichara state?
,,,,,1,50,तज्जः संस्कारोऽन्यसंस्कारप्रतिबन्धी,"The impressions/ideas generated by this special knowledge, hinder the activation of other impressions.",Can other impressions arise even after reaching the nirvichara state?
,,,,,1,51,तस्यापि निरोधे सर्वनिरोधान्निर्बीजः समाधिः,"When these impressions too come to an end, and the movement of consciousness is entirely pacified, this stage of 'impressionless' consciousness is termed as 'seedless' meditative absorption.",What happens when the impressions present in the nirvichara state come to an end?
,,,,,2,1,तपः स्वाध्यायेश्वरप्रणिधानानि क्रियायोगः,"Kriya Yoga comprises of self discipline, study of self, and devotion towards Ishvara.",What is Kriya Yoga? What constitutes Kriya Yoga? Is devotion to God a part of Yoga? Is devotion to God a part of Kriya Yoga?
,,,,,2,2,समाधिभावनार्थः क्लेशतनूकरणार्थश्च,The aim of this path of action is to eliminate the roots of suffering and accomplish samadhi* (an advanced meditative state).,What does a (successful) practice of Kriya Yoga leads to? What are the effects of Kriya Yoga? What are the fruits of Kriya Yoga? How can we eliminate suffering?
,,,,,2,3,अविद्यास्मितारागद्वेषाभिनिवेशाः पञ्च क्लेशाः,"The roots of suffering include - ignorance, the sense of 'I', attachment, aversion, and fear of death.",What are kleshas? What are the barriers on the path of Yoga? How many kinds of barriers occur in the path of Yoga? What are the causes of suffering? Why do we suffer?
,,,,,2,4,अविद्या क्षेत्रमुत्तरेषां प्रसुप्ततनुविच्छिन्नोदाराणाम्,"The causes of suffering germinate due to 'ignorance' and these sufferings can be either dormant, weakened, interrupted or fully activated.",What is the origin of kleshas? What is the fundamental causative factor of the barriers to Yoga? What is the breeding ground for kleshas? What are the different kinds of sufferings?
,,,,,2,5,अनित्याशुचिदुःखानात्मसु नित्यशुचिसुखात्मख्यातिरविद्या,"Ignorance is the state where one confuses impermanence, impurity, distress, and non self with permanence, purity, happiness, and self.",What is ignorance? What happens in a state of Ignorance? What is the state of confusion?
,,,,,2,6,दृग्दर्शनशक्त्योरेकात्मतेवास्मिता,The sense of 'I' (wrongly) identifies perception of pure awareness as the perception of the senses.,What is Ego?
,,,,,2,7,सुखानुशयी रागः,Attachment is the cause of pleasurable experiences.,What is Attachment? What is the cause of desire? What is the cause of pleasure?
,,,,,2,8,दुःखानुशयी द्वेषः,Aversion is a cause of suffering(s).,What is Aversion? What is the cause of sufferings?
,,,,,2,9,स्वरसवाही विदुषोऽपि तथा रूढोऽभिनिवेशः,"Even the wise similar to a non-wise, instinctively fear death, perpetuating suffering.",Do the wise also fear death?
,,,,,2,10,ते प्रतिप्रसवहेयाः सूक्ष्माः,These kleshas* (sufferings) are very subtle (hence not easily erased). They are eliminated only when the mind merges into its orgin.,When does one get rid of kleshas? Is it possible to destroy kleshas? Is it possible to end our suffering?
,,,,,2,11,ध्यानहेयास्तद्वृत्तयः,"Through meditation, the fluctuations of mind that arise due to these kleshas* (sufferings) can be terminated.",How does meditation help in eliminating suffering?
,,,,,2,12,क्लेशमूलः कर्माशयो दृष्टादृष्टजन्मवेदनीयः,"The deposits of karma* (actions) are rooted in the causes of klesha* (suffering), which is experienced either in the future or in the present.",What is the relationship between kleshas and samskaras?
,,,,,2,13,सति मूले तद्विपाको जात्यायुर्भोगाः,"As long as the root source i.e. klesha (suffering) exists, its contents will continue to result as - type of birth, span of life, and experience of life.",What are the effects of kleshas?
,,,,,2,14,ते ह्लादपरितापफलाः पुण्यापुण्यहेतुत्वात्,"Each person's- type of birth, span of life, and experience of life, fructifes either as pleasure or pain, which is resultant of their past virtuous or viceful actions.",How does kleshas affect the experience of life?
,,,,,2,15,परिणाम तापसंस्कार दुःखैर्गुणवृत्तिविरोधाच्च दुःखमेव सर्वं विवेकिनः,"The wise recognize that suffering is inherent in all experiences, whether it be the agony of the results of actions, or the pain of distress, or of the burden of latent impressions (samskaras*) filled with suffering, along with the constant struggle of the flutuations of the mind due to the fundamental qualities (gunas*) of nature.",Why are kleshas considered to be strong barriers in the path of Yoga? 
,,,,,2,16,हेयं दुःखमनागतम्,"However, it is possible to prevent suffering from arising altogether.",Is it possible to prevent sorrow from arising in our mind?
,,,,,2,17,द्रष्टृदृश्ययोः संयोगो हेयहेतुः,The root cause of all suffering is the mistaken belief that pure awareness and the perception of awareness are inseparable.,What is the fundamental reason of sorrow? What is the root cause of sorrow?
,,,,,2,18,प्रकाशक्रियास्थितिशीलं भूतेन्द्रियात्मकं भोगापवर्गार्थं दृश्यम्,"The phenomenal world that awareness perceives is characterized by luminosity (sattva), activity (rajas), and inertia (tamas), and is composed of - elements and senses, and serves the purpose of both sensual experience as well as liberation (to drasta*).",What are the characteristics of Drishya (the seen)? What is the relationship between the Seer and the Seen (Drasta and the Drishya)? What is the world composed of? What is the cause of sensual experience?
,,,,,2,19,विशेषाविशेषलिङ्गमात्रालिङ्गानि गुणपर्वाणि,"The various levels of existence - whether they are  differentiated, undifferentiated, distinct or indistinct - are all expressions of the basic characteristics inherent in nature (gunas*).",What are the levels of Drishya (the seen)? What are the levels of nature? 
,,,,,2,20,द्रष्टा दृशिमात्रः शुद्धोऽपि प्रत्ययानुपश्यः,"Pure awareness (drashta*) is simply the act of seeing (hence called seer), but it typically appears to function through the perceiving mind despite its purity.",What are the attributes of Drishta (the Seer)? What are the attributes of consciousness? What are the attributes of awareness?
,,,,,2,21,तदर्थ एव दृश्यस्यात्मा,The purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,Is the Drasta and the Drishya interdependent? Why did God create the world? Why did God create the universe?
,,,,,2,22,कृतार्थं प्रतिनष्टमप्यनष्टं तदन्यसाधारणत्वात्,"Once this realization occurs, the phenomenal world ceases to be for them, but remains a common reality for the (non-realized) others.",Why does the Drishya perpetuates? Does the Drishya end? Does the world cease to exist when we achieve moksha? Does the world cease to exist when we achieve liberation? Does the world cease to exist when we achieve realisation?
,,,,,2,23,स्वस्वामिशक्त्योः स्वरूपोपलब्धिहेतुः संयोगः,"It is the apparent indivisibility of pure awareness and the phenomenal world (i.e. the concept of conjunction), that gives insight into the potency of both the possessor and the possessed.",What is the nature of the coupling or the association between the Drashta and the Drishya?
,,,,,2,24,तस्य हेतुरविद्या,The cause of this phenomenon (of conjunction) is ignorance.,What is the reason of the conjuntion between the Drashta and the Drishya? What causes Purusha to get associated with Prakriti?
,,,,,2,25,तदभावात्संयोगाभावो हानं तद्दृशेः कैवल्यम्,"When this ignorance fades, the appearance of indivisibility also fades, and it becomes clear that pure awareness is free and unaffected by phenomenal world which the state of liberation (kaivalya*).",What is Kaivalya? What happens in the state of liberation? What is state of liberation with respect to Drasta and Drishya? How can Purusha be disassociated with Prakriti?
,,,,,2,26,विवेकख्यातिरविप्लवा हानोपायः,"Unflinching discriminative discernment (between the seer and the seen) is the path to liberation (not the final state yet, this is the upper stage of Ritambhara pragya (1.48) where even this prayga ceases).",What path leads one to Kailvalya or Liberation? What trait is required to get on the path towards Liberation? What path is to be followed after the mind gets established in the higher levels of meditation (Ritambhara Pragya)?
,,,,,2,27,तस्य सप्तधा प्रान्तभूमिः प्रज्ञा,"On this path of liberation, the one (yogi) with the wisdom of discriminative discernment extends to seven ultimate stages.",How many cognitive levels does the path towards liberation have?
