Chapter,Verse,Concept,Keyword,Sanskrit,English,Speaker,Sanskrit ,Swami Adidevananda,Swami Gambirananda,Swami Sivananda,Dr. S. Sankaranarayan,Shri Purohit Swami,chapter,verse,speaker,sanskrit,translation,question,Shloka,Sanskrit Word,English Meaning,Hindi Meaning
2,,,,,,,,,,,,,,,,,,,63,sammohāt,from clouding of judgement,
2,,,,,,,,,,,,,,,,,,,63,smṛiti,memory,
2,,,,,,,,,,,,,,,,,,,63,vibhramaḥ,bewilderment,
2,,,,,,,,,,,,,,,,,,,63,smṛiti,bhranśhāt,
2,,,,,,,,,,,,,,,,,,,63,buddhi,nāśhaḥ,
2,,,,,,,,,,,,,,,,,,,63,buddhi,nāśhāt,
2,,,,,,,,,,,,,,,,,,,63,praṇaśhyati,one is ruined,
2,,,,,,,,,,,,,,,,,,,64,rāga,attachment,
2,,,,,,,,,,,,,,,,,,,64,dveṣha,aversion,
2,,,,,,,,,,,,,,,,,,,64,viyuktaiḥ,free,
2,,,,,,,,,,,,,,,,,,,64,tu,but,
2,,,,,,,,,,,,,,,,,,,64,viṣhayān,objects of the senses,
2,,,,,,,,,,,,,,,,,,,64,indriyaiḥ,by the senses,
2,,,,,,,,,,,,,,,,,,,64,charan,while using,
2,,,,,,,,,,,,,,,,,,,64,ātma,vaśhyaiḥ,
2,,,,,,,,,,,,,,,,,,,64,vidheya,ātmā,
2,,,,,,,,,,,,,,,,,,,64,prasādam,grace of God,
2,,,,,,,,,,,,,,,,,,,64,adhigachchhati,attains,
2,,,,,,,,,,,,,,,,,,,65,prasāde,by divine grace,
2,,,,,,,,,,,,,,,,,,,65,sarva,all,
2,,,,,,,,,,,,,,,,,,,65,duḥkhānām,sorrows,
2,,,,,,,,,,,,,,,,,,,65,hāniḥ,destruction,
2,,,,,,,,,,,,,,,,,,,65,asya,his,
2,,,,,,,,,,,,,,,,,,,65,upajāyate,comes,
2,,,,,,,,,,,,,,,,,,,65,prasanna,chetasaḥ,
2,,,,,,,,,,,,,,,,,,,65,hi,indeed,
2,,,,,,,,,,,,,,,,,,,65,āśhu,soon,
2,,,,,,,,,,,,,,,,,,,65,buddhiḥ,intellect,
2,,,,,,,,,,,,,,,,,,,65,paryavatiṣhṭhate,becomes firmly established,
2,,,,,,,,,,,,,,,,,,,66,na,not,
2,,,,,,,,,,,,,,,,,,,66,asti,is,
2,,,,,,,,,,,,,,,,,,,66,buddhiḥ,intellect,
2,,,,,,,,,,,,,,,,,,,66,ayuktasya,not united,
2,,,,,,,,,,,,,,,,,,,66,na,not,
2,,,,,,,,,,,,,,,,,,,66,cha,and,
2,,,,,,,,,,,,,,,,,,,66,ayuktasya,not united,
2,,,,,,,,,,,,,,,,,,,66,bhāvanā,contemplation,
2,,,,,,,,,,,,,,,,,,,66,na,nor,
2,,,,,,,,,,,,,,,,,,,66,cha,and,
2,,,,,,,,,,,,,,,,,,,66,abhāvayataḥ,for those not united,
2,,,,,,,,,,,,,,,,,,,66,śhāntiḥ,peace,
2,,,,,,,,,,,,,,,,,,,66,aśhāntasya,of the unpeaceful,
2,,,,,,,,,,,,,,,,,,,66,kutaḥ,where,
2,,,,,,,,,,,,,,,,,,,66,sukham,happiness,
2,,,,,,,,,,,,,,,,,,,67,indriyāṇām,of the senses,
2,,,,,,,,,,,,,,,,,,,67,hi,indeed,
2,,,,,,,,,,,,,,,,,,,67,charatām,roaming,
2,,,,,,,,,,,,,,,,,,,67,yat,which,
2,,,,,,,,,,,,,,,,,,,67,manaḥ,the mind,
2,,,,,,,,,,,,,,,,,,,67,anuvidhīyate,becomes constantly engaged,
2,,,,,,,,,,,,,,,,,,,67,tat,that,
2,,,,,,,,,,,,,,,,,,,67,asya,of that,
2,,,,,,,,,,,,,,,,,,,67,harati,carries away,
2,,,,,,,,,,,,,,,,,,,67,prajñām,intellect,
2,,,,,,,,,,,,,,,,,,,67,vāyuḥ,wind,
2,,,,,,,,,,,,,,,,,,,67,nāvam,boat,
2,,,,,,,,,,,,,,,,,,,67,iva,as,
2,,,,,,,,,,,,,,,,,,,67,ambhasi,on the water,
2,,,,,,,,,,,,,,,,,,,68,tasmāt,therefore,
2,,,,,,,,,,,,,,,,,,,68,yasya,whose,
2,,,,,,,,,,,,,,,,,,,68,mahā,bāho,
2,,,,,,,,,,,,,,,,,,,68,nigṛihītāni,restrained,
2,,,,,,,,,,,,,,,,,,,68,sarvaśhaḥ,completely,
2,,,,,,,,,,,,,,,,,,,68,indriyāṇi,senses,
2,,,,,,,,,,,,,,,,,,,68,indriya,arthebhyaḥ,
2,,,,,,,,,,,,,,,,,,,68,tasya,of that person,
2,,,,,,,,,,,,,,,,,,,68,prajñā,transcendental knowledge,
2,,,,,,,,,,,,,,,,,,,68,pratiṣhṭhitā,remains fixed,
2,,,,,,,,,,,,,,,,,,,69,yā,which,
2,,,,,,,,,,,,,,,,,,,69,niśhā,night,
2,,,,,,,,,,,,,,,,,,,69,sarva,bhūtānām,
2,,,,,,,,,,,,,,,,,,,69,tasyām,in that,
2,,,,,,,,,,,,,,,,,,,69,jāgarti,awake,
2,,,,,,,,,,,,,,,,,,,69,sanyamī,self,
2,,,,,,,,,,,,,,,,,,,69,yasyām,in which,
2,,,,,,,,,,,,,,,,,,,69,jāgrati,awake,
2,,,,,,,,,,,,,,,,,,,69,bhūtāni,creatures,
2,,,,,,,,,,,,,,,,,,,69,sā,that,
2,,,,,,,,,,,,,,,,,,,69,niśhā,night,
2,,,,,,,,,,,,,,,,,,,69,paśhyataḥ,see,
2,,,,,,,,,,,,,,,,,,,69,muneḥ,sage,
2,,,,,,,,,,,,,,,,,,,70,āpūryamāṇam,filled from all sides,
2,,,,,,,,,,,,,,,,,,,70,achala,pratiṣhṭham,
2,,,,,,,,,,,,,,,,,,,70,samudram,ocean,
2,,,,,,,,,,,,,,,,,,,70,āpaḥ,waters,
2,,,,,,,,,,,,,,,,,,,70,praviśhanti,enter,
2,,,,,,,,,,,,,,,,,,,70,yadvat,as,
2,,,,,,,,,,,,,,,,,,,70,tadvat,likewise,
2,,,,,,,,,,,,,,,,,,,70,kāmāḥ,desires,
2,,,,,,,,,,,,,,,,,,,70,yam,whom,
2,,,,,,,,,,,,,,,,,,,70,praviśhanti,enter,
2,,,,,,,,,,,,,,,,,,,70,sarve,all,
2,,,,,,,,,,,,,,,,,,,70,saḥ,that person,
2,,,,,,,,,,,,,,,,,,,70,śhāntim,peace,
2,,,,,,,,,,,,,,,,,,,70,āpnoti,attains,
2,,,,,,,,,,,,,,,,,,,70,na,not,
2,,,,,,,,,,,,,,,,,,,70,kāma,kāmī,
2,,,,,,,,,,,,,,,,,,,71,vihāya,giving up,
2,,,,,,,,,,,,,,,,,,,71,kāmān,material desires,
2,,,,,,,,,,,,,,,,,,,71,yaḥ,who,
2,,,,,,,,,,,,,,,,,,,71,sarvān,all,
2,,,,,,,,,,,,,,,,,,,71,pumān,a person,
2,,,,,,,,,,,,,,,,,,,71,charati,lives,
2,,,,,,,,,,,,,,,,,,,71,niḥspṛihaḥ,free from hankering,
2,,,,,,,,,,,,,,,,,,,71,nirmamaḥ,without a sense of proprietorship,
2,,,,,,,,,,,,,,,,,,,71,nirahankāraḥ,without ego,
2,,,,,,,,,,,,,,,,,,,71,saḥ,that person,
2,,,,,,,,,,,,,,,,,,,71,śhāntim,perfect peace,
2,,,,,,,,,,,,,,,,,,,71,adhigachchhati,attains,
2,,,,,,,,,,,,,,,,,,,72,eṣhā,such,
2,,,,,,,,,,,,,,,,,,,72,brāhmī sthitiḥ,state of God,
2,,,,,,,,,,,,,,,,,,,72,pārtha,"Arjun, the son of Pritha",
2,,,,,,,,,,,,,,,,,,,72,na,never,
2,,,,,,,,,,,,,,,,,,,72,enām,this,
2,,,,,,,,,,,,,,,,,,,72,prāpya,having attained,
2,,,,,,,,,,,,,,,,,,,72,vimuhyati,is deluded,
2,,,,,,,,,,,,,,,,,,,72,sthitvā,being established,
2,,,,,,,,,,,,,,,,,,,72,asyām,in this,
2,,,,,,,,,,,,,,,,,,,72,anta,kāle,
2,,,,,,,,,,,,,,,,,,,72,api,even,
2,,,,,,,,,,,,,,,,,,,72,brahma,nirvāṇam,
2,,,,,,,,,,,,,,,,,,,72,ṛichchhati,attains,
3,,,,,,,,,,,,,,,,,,,1,arjunaḥ uvācha,Arjun said,
3,,,,,,,,,,,,,,,,,,,1,jyāyasī,superior,
3,,,,,,,,,,,,,,,,,,,1,chet,if,
3,,,,,,,,,,,,,,,,,,,1,karmaṇaḥ,than fruitive action,
3,,,,,,,,,,,,,,,,,,,1,te,by you,
3,,,,,,,,,,,,,,,,,,,1,matā,is considered,
3,,,,,,,,,,,,,,,,,,,1,buddhiḥ,intellect,
3,,,,,,,,,,,,,,,,,,,1,janārdana,"he who looks after the public, Krishna",
3,,,,,,,,,,,,,,,,,,,1,tat,then,
3,,,,,,,,,,,,,,,,,,,1,kim,why,
3,,,,,,,,,,,,,,,,,,,1,karmaṇi,action,
3,,,,,,,,,,,,,,,,,,,1,ghore,terrible,
3,,,,,,,,,,,,,,,,,,,1,mām,me,
3,,,,,,,,,,,,,,,,,,,1,niyojayasi,do you engage,
3,,,,,,,,,,,,,,,,,,,1,keśhava,"Krishna, the killer of the demon named Keshi",
3,,,,,,,,,,,,,,,,,,,1,vyāmiśhreṇa iva,by your apparently ambiguous,
3,,,,,,,,,,,,,,,,,,,1,vākyena,words,
3,,,,,,,,,,,,,,,,,,,1,buddhim,intellect,
3,,,,,,,,,,,,,,,,,,,1,mohayasi,I am getting bewildered,
3,,,,,,,,,,,,,,,,,,,1,iva,as it were,
3,,,,,,,,,,,,,,,,,,,1,me,my,
3,,,,,,,,,,,,,,,,,,,1,tat,therefore,
3,,,,,,,,,,,,,,,,,,,1,ekam,one,
3,,,,,,,,,,,,,,,,,,,1,vada,please tell,
3,,,,,,,,,,,,,,,,,,,1,niśhchitya,decisively,
3,,,,,,,,,,,,,,,,,,,1,yena,by which,
3,,,,,,,,,,,,,,,,,,,1,śhreyaḥ,the highest good,
3,,,,,,,,,,,,,,,,,,,1,aham,I,
3,,,,,,,,,,,,,,,,,,,1,āpnuyām,may attain,
3,,,,,,,,,,,,,,,,,,,2,arjunaḥ uvācha,Arjun said,
3,,,,,,,,,,,,,,,,,,,2,jyāyasī,superior,
3,,,,,,,,,,,,,,,,,,,2,chet,if,
3,,,,,,,,,,,,,,,,,,,2,karmaṇaḥ,than fruitive action,
3,,,,,,,,,,,,,,,,,,,2,te,by you,
3,,,,,,,,,,,,,,,,,,,2,matā,is considered,
3,,,,,,,,,,,,,,,,,,,2,buddhiḥ,intellect,
3,,,,,,,,,,,,,,,,,,,2,janārdana,"he who looks after the public, Krishna",
3,,,,,,,,,,,,,,,,,,,2,tat,then,
3,,,,,,,,,,,,,,,,,,,2,kim,why,
3,,,,,,,,,,,,,,,,,,,2,karmaṇi,action,
3,,,,,,,,,,,,,,,,,,,2,ghore,terrible,
3,,,,,,,,,,,,,,,,,,,2,mām,me,
3,,,,,,,,,,,,,,,,,,,2,niyojayasi,do you engage,
3,,,,,,,,,,,,,,,,,,,2,keśhava,"Krishna, the killer of the demon named Keshi",
3,,,,,,,,,,,,,,,,,,,2,vyāmiśhreṇa iva,by your apparently ambiguous,
3,,,,,,,,,,,,,,,,,,,2,vākyena,words,
3,,,,,,,,,,,,,,,,,,,2,buddhim,intellect,
3,,,,,,,,,,,,,,,,,,,2,mohayasi,I am getting bewildered,
3,,,,,,,,,,,,,,,,,,,2,iva,as it were,
3,,,,,,,,,,,,,,,,,,,2,me,my,
3,,,,,,,,,,,,,,,,,,,2,tat,therefore,
3,,,,,,,,,,,,,,,,,,,2,ekam,one,
3,,,,,,,,,,,,,,,,,,,2,vada,please tell,
3,,,,,,,,,,,,,,,,,,,2,niśhchitya,decisively,
3,,,,,,,,,,,,,,,,,,,2,yena,by which,
3,,,,,,,,,,,,,,,,,,,2,śhreyaḥ,the highest good,
3,,,,,,,,,,,,,,,,,,,2,aham,I,
3,,,,,,,,,,,,,,,,,,,2,āpnuyām,may attain,
3,,,,,,,,,,,,,,,,,,,3,śhrī,bhagavān uvācha,
3,,,,,,,,,,,,,,,,,,,3,loke,in the world,
3,,,,,,,,,,,,,,,,,,,3,asmin,this,
3,,,,,,,,,,,,,,,,,,,3,dvi,vidhā,
3,,,,,,,,,,,,,,,,,,,3,niṣhṭhā,faith,
3,,,,,,,,,,,,,,,,,,,3,purā,previously,
3,,,,,,,,,,,,,,,,,,,3,proktā,explained,
3,,,,,,,,,,,,,,,,,,,3,mayā,by me (Shree Krishna),
3,,,,,,,,,,,,,,,,,,,3,anagha,sinless,
3,,,,,,,,,,,,,,,,,,,3,jñāna,yogena,
3,,,,,,,,,,,,,,,,,,,3,sānkhyānām,for those inclined toward contemplation,
3,,,,,,,,,,,,,,,,,,,3,karma,yogena,
3,,,,,,,,,,,,,,,,,,,3,yoginām,of the yogis,
3,,,,,,,,,,,,,,,,,,,4,na,not,
3,,,,,,,,,,,,,,,,,,,4,karmaṇām,of actions,
3,,,,,,,,,,,,,,,,,,,4,anārambhāt,by abstaining from,
3,,,,,,,,,,,,,,,,,,,4,naiṣhkarmyam,freedom from karmic reactions,
3,,,,,,,,,,,,,,,,,,,4,puruṣhaḥ,a person,
3,,,,,,,,,,,,,,,,,,,4,aśhnute,attains,
3,,,,,,,,,,,,,,,,,,,4,na,not,
3,,,,,,,,,,,,,,,,,,,4,cha,and,
3,,,,,,,,,,,,,,,,,,,4,sannyasanāt,by renunciation,
3,,,,,,,,,,,,,,,,,,,4,eva,only,
3,,,,,,,,,,,,,,,,,,,4,siddhim,perfection,
3,,,,,,,,,,,,,,,,,,,4,samadhigachchhati,attains,
3,,,,,,,,,,,,,,,,,,,5,na,not,
3,,,,,,,,,,,,,,,,,,,5,hi,certainly,
3,,,,,,,,,,,,,,,,,,,5,kaśhchit,anyone,
3,,,,,,,,,,,,,,,,,,,5,kṣhaṇam,a moment,
3,,,,,,,,,,,,,,,,,,,5,api,even,
3,,,,,,,,,,,,,,,,,,,5,jātu,ever,
3,,,,,,,,,,,,,,,,,,,5,tiṣhṭhati,can remain,
3,,,,,,,,,,,,,,,,,,,5,akarma,kṛit,
3,,,,,,,,,,,,,,,,,,,5,kāryate,are performed,
3,,,,,,,,,,,,,,,,,,,5,hi,certainly,
3,,,,,,,,,,,,,,,,,,,5,avaśhaḥ,helpless,
3,,,,,,,,,,,,,,,,,,,5,karma,work,
3,,,,,,,,,,,,,,,,,,,5,sarvaḥ,all,
3,,,,,,,,,,,,,,,,,,,5,prakṛiti,jaiḥ,
3,,,,,,,,,,,,,,,,,,,5,guṇaiḥ,by the qualities,
3,,,,,,,,,,,,,,,,,,,6,karma,indriyāṇi,
3,,,,,,,,,,,,,,,,,,,6,sanyamya,restrain,
3,,,,,,,,,,,,,,,,,,,6,yaḥ,who,
3,,,,,,,,,,,,,,,,,,,6,āste,remain,
3,,,,,,,,,,,,,,,,,,,6,manasā,in the mind,
3,,,,,,,,,,,,,,,,,,,6,smaran,to remember,
3,,,,,,,,,,,,,,,,,,,6,indriya,arthān,
3,,,,,,,,,,,,,,,,,,,6,vimūḍha,ātmā,
3,,,,,,,,,,,,,,,,,,,6,mithyā,āchāraḥ,
3,,,,,,,,,,,,,,,,,,,6,saḥ,they,
3,,,,,,,,,,,,,,,,,,,6,uchyate,are called,
3,,,,,,,,,,,,,,,,,,,7,yaḥ,who,
3,,,,,,,,,,,,,,,,,,,7,tu,but,
3,,,,,,,,,,,,,,,,,,,7,indriyāṇi,the senses,
3,,,,,,,,,,,,,,,,,,,7,manasā,by the mind,
3,,,,,,,,,,,,,,,,,,,7,niyamya,control,
3,,,,,,,,,,,,,,,,,,,7,ārabhate,begins,
3,,,,,,,,,,,,,,,,,,,7,arjuna,Arjun,
3,,,,,,,,,,,,,,,,,,,7,karma,indriyaiḥ,
3,,,,,,,,,,,,,,,,,,,7,karma,yogam,
3,,,,,,,,,,,,,,,,,,,7,asaktaḥ,without attachment,
3,,,,,,,,,,,,,,,,,,,7,saḥ,they,
3,,,,,,,,,,,,,,,,,,,7,viśhiṣhyate,are superior,
3,,,,,,,,,,,,,,,,,,,8,niyatam,constantly,
3,,,,,,,,,,,,,,,,,,,8,kuru,perform,
3,,,,,,,,,,,,,,,,,,,8,karma,Vedic duties,
3,,,,,,,,,,,,,,,,,,,8,tvam,you,
3,,,,,,,,,,,,,,,,,,,8,karma,action,
3,,,,,,,,,,,,,,,,,,,8,jyāyaḥ,superior,
3,,,,,,,,,,,,,,,,,,,8,hi,certainly,
3,,,,,,,,,,,,,,,,,,,8,akarmaṇaḥ,than inaction,
3,,,,,,,,,,,,,,,,,,,8,śharīra,bodily,
3,,,,,,,,,,,,,,,,,,,8,yātrā,maintenance,
3,,,,,,,,,,,,,,,,,,,8,api,even,
3,,,,,,,,,,,,,,,,,,,8,cha,and,
3,,,,,,,,,,,,,,,,,,,8,te,your,
3,,,,,,,,,,,,,,,,,,,8,na prasiddhyet,would not be possible,
3,,,,,,,,,,,,,,,,,,,8,akarmaṇaḥ,inaction,
3,,,,,,,,,,,,,,,,,,,9,yajña,arthāt,
3,,,,,,,,,,,,,,,,,,,9,karmaṇaḥ,than action,
3,,,,,,,,,,,,,,,,,,,9,anyatra,else,
3,,,,,,,,,,,,,,,,,,,9,lokaḥ,material world,
3,,,,,,,,,,,,,,,,,,,9,ayam,this,
3,,,,,,,,,,,,,,,,,,,9,karma,bandhanaḥ,
3,,,,,,,,,,,,,,,,,,,9,tat,that,
3,,,,,,,,,,,,,,,,,,,9,artham,for the sake of,
3,,,,,,,,,,,,,,,,,,,9,karma,action,
3,,,,,,,,,,,,,,,,,,,9,kaunteya,"Arjun, the son of Kunti",
3,,,,,,,,,,,,,,,,,,,9,mukta,saṅgaḥ,
3,,,,,,,,,,,,,,,,,,,9,samāchara,perform properly,
3,,,,,,,,,,,,,,,,,,,10,saha,along with,
3,,,,,,,,,,,,,,,,,,,10,yajñāḥ,sacrifices,
3,,,,,,,,,,,,,,,,,,,10,prajāḥ,humankind,
3,,,,,,,,,,,,,,,,,,,10,sṛiṣhṭvā,created,
3,,,,,,,,,,,,,,,,,,,10,purā,in beginning,
3,,,,,,,,,,,,,,,,,,,10,uvācha,said,
3,,,,,,,,,,,,,,,,,,,10,prajā,patiḥ,
3,,,,,,,,,,,,,,,,,,,10,anena,by this,
3,,,,,,,,,,,,,,,,,,,10,prasaviṣhyadhvam,increase prosperity,
3,,,,,,,,,,,,,,,,,,,10,eṣhaḥ,these,
3,,,,,,,,,,,,,,,,,,,10,vaḥ,your,
3,,,,,,,,,,,,,,,,,,,10,astu,shall be,
3,,,,,,,,,,,,,,,,,,,10,iṣhṭa,kāma,
3,,,,,,,,,,,,,,,,,,,11,devān,celestial gods,
3,,,,,,,,,,,,,,,,,,,11,bhāvayatā,will be pleased,
3,,,,,,,,,,,,,,,,,,,11,anena,by these (sacrifices),
3,,,,,,,,,,,,,,,,,,,11,te,those,
3,,,,,,,,,,,,,,,,,,,11,devāḥ,celestial gods,
3,,,,,,,,,,,,,,,,,,,11,bhāvayantu,will be pleased,
3,,,,,,,,,,,,,,,,,,,11,vaḥ,you,
3,,,,,,,,,,,,,,,,,,,11,parasparam,one another,
3,,,,,,,,,,,,,,,,,,,11,bhāvayantaḥ,pleasing one another,
3,,,,,,,,,,,,,,,,,,,11,śhreyaḥ,prosperity,
3,,,,,,,,,,,,,,,,,,,11,param,great,
3,,,,,,,,,,,,,,,,,,,11,avāpsyatha,shall achieve,
3,,,,,,,,,,,,,,,,,,,12,iṣhṭān,desired,
3,,,,,,,,,,,,,,,,,,,12,bhogān,necessities of life,
3,,,,,,,,,,,,,,,,,,,12,hi,certainly,
3,,,,,,,,,,,,,,,,,,,12,vaḥ,unto you,
3,,,,,,,,,,,,,,,,,,,12,devāḥ,the celestial gods,
3,,,,,,,,,,,,,,,,,,,12,dāsyante,will grant,
3,,,,,,,,,,,,,,,,,,,12,yajña,bhāvitāḥ,
3,,,,,,,,,,,,,,,,,,,12,taiḥ,by them,
3,,,,,,,,,,,,,,,,,,,12,dattān,things granted,
3,,,,,,,,,,,,,,,,,,,12,apradāya,without offering,
3,,,,,,,,,,,,,,,,,,,12,ebhyaḥ,to them,
3,,,,,,,,,,,,,,,,,,,12,yaḥ,who,
3,,,,,,,,,,,,,,,,,,,12,bhuṅkte,enjoys,
3,,,,,,,,,,,,,,,,,,,12,stenaḥ,thieves,
3,,,,,,,,,,,,,,,,,,,12,eva,verily,
3,,,,,,,,,,,,,,,,,,,12,saḥ,they,
3,,,,,,,,,,,,,,,,,,,13,yajña,śhiṣhṭa,
3,,,,,,,,,,,,,,,,,,,13,aśhinaḥ,eaters,
3,,,,,,,,,,,,,,,,,,,13,santaḥ,saintly persons,
3,,,,,,,,,,,,,,,,,,,13,muchyante,are released,
3,,,,,,,,,,,,,,,,,,,13,sarva,all kinds of,
3,,,,,,,,,,,,,,,,,,,13,kilbiṣhaiḥ,from sins,
3,,,,,,,,,,,,,,,,,,,13,bhuñjate,enjoy,
3,,,,,,,,,,,,,,,,,,,13,te,they,
3,,,,,,,,,,,,,,,,,,,13,tu,but,
3,,,,,,,,,,,,,,,,,,,13,agham,sins,
3,,,,,,,,,,,,,,,,,,,13,pāpāḥ,sinners,
3,,,,,,,,,,,,,,,,,,,13,ye,who,
3,,,,,,,,,,,,,,,,,,,13,pachanti,cook (food),
3,,,,,,,,,,,,,,,,,,,13,ātma,kāraṇāt,
3,,,,,,,,,,,,,,,,,,,14,annāt,from food,
3,,,,,,,,,,,,,,,,,,,14,bhavanti,subsist,
3,,,,,,,,,,,,,,,,,,,14,bhūtāni,living beings,
3,,,,,,,,,,,,,,,,,,,14,parjanyāt,from rains,
3,,,,,,,,,,,,,,,,,,,14,anna,of food grains,
3,,,,,,,,,,,,,,,,,,,14,sambhavaḥ,production,
3,,,,,,,,,,,,,,,,,,,14,yajñāt,from the performance of sacrifice,
3,,,,,,,,,,,,,,,,,,,14,bhavati,becomes possible,
3,,,,,,,,,,,,,,,,,,,14,parjanyaḥ,rain,
3,,,,,,,,,,,,,,,,,,,14,yajñaḥ,performance of sacrifice,
3,,,,,,,,,,,,,,,,,,,14,karma,prescribed duties,
3,,,,,,,,,,,,,,,,,,,14,samudbhavaḥ,born of,
3,,,,,,,,,,,,,,,,,,,15,karma,duties,
3,,,,,,,,,,,,,,,,,,,15,brahma,in the Vedas,
3,,,,,,,,,,,,,,,,,,,15,udbhavam,manifested,
3,,,,,,,,,,,,,,,,,,,15,viddhi,you should know,
3,,,,,,,,,,,,,,,,,,,15,brahma,The Vedas,
3,,,,,,,,,,,,,,,,,,,15,akṣhara,from the Imperishable (God),
3,,,,,,,,,,,,,,,,,,,15,samudbhavam,directly manifested,
3,,,,,,,,,,,,,,,,,,,15,tasmāt,therefore,
3,,,,,,,,,,,,,,,,,,,15,sarva,gatam,
3,,,,,,,,,,,,,,,,,,,15,brahma,The Lord,
3,,,,,,,,,,,,,,,,,,,15,nityam,eternally,
3,,,,,,,,,,,,,,,,,,,15,yajñe,in sacrifice,
3,,,,,,,,,,,,,,,,,,,15,pratiṣhṭhitam,established,
3,,,,,,,,,,,,,,,,,,,16,evam,thus,
3,,,,,,,,,,,,,,,,,,,16,pravartitam,set into motion,
3,,,,,,,,,,,,,,,,,,,16,chakram,cycle,
3,,,,,,,,,,,,,,,,,,,16,na,not,
3,,,,,,,,,,,,,,,,,,,16,anuvartayati,follow,
3,,,,,,,,,,,,,,,,,,,16,iha,in this life,
3,,,,,,,,,,,,,,,,,,,16,yaḥ,who,
3,,,,,,,,,,,,,,,,,,,16,agha,āyuḥ,
3,,,,,,,,,,,,,,,,,,,16,indriya,ārāmaḥ,
3,,,,,,,,,,,,,,,,,,,16,mogham,vainly,
3,,,,,,,,,,,,,,,,,,,16,pārtha,"Arjun, the son of Pritha",
3,,,,,,,,,,,,,,,,,,,16,saḥ,they,
3,,,,,,,,,,,,,,,,,,,16,jīvati,live,
3,,,,,,,,,,,,,,,,,,,17,yaḥ,who,
3,,,,,,,,,,,,,,,,,,,17,tu,but,
3,,,,,,,,,,,,,,,,,,,17,ātma,ratiḥ,
3,,,,,,,,,,,,,,,,,,,17,eva,certainly,
3,,,,,,,,,,,,,,,,,,,17,syāt,is,
3,,,,,,,,,,,,,,,,,,,17,ātma,tṛiptaḥ,
3,,,,,,,,,,,,,,,,,,,17,cha,and,
3,,,,,,,,,,,,,,,,,,,17,mānavaḥ,human being,
3,,,,,,,,,,,,,,,,,,,17,ātmani,in the self,
3,,,,,,,,,,,,,,,,,,,17,eva,certainly,
3,,,,,,,,,,,,,,,,,,,17,cha,and,
3,,,,,,,,,,,,,,,,,,,17,santuṣhṭaḥ,satisfied,
3,,,,,,,,,,,,,,,,,,,17,tasya,his,
3,,,,,,,,,,,,,,,,,,,17,kāryam,duty,
3,,,,,,,,,,,,,,,,,,,17,na,not,
3,,,,,,,,,,,,,,,,,,,17,vidyate,exist,
3,,,,,,,,,,,,,,,,,,,18,na,not,
3,,,,,,,,,,,,,,,,,,,18,eva,indeed,
3,,,,,,,,,,,,,,,,,,,18,tasya,his,
3,,,,,,,,,,,,,,,,,,,18,kṛitena,by discharge of duty,
3,,,,,,,,,,,,,,,,,,,18,arthaḥ,gain,
3,,,,,,,,,,,,,,,,,,,18,na,not,
3,,,,,,,,,,,,,,,,,,,18,akṛitena,without discharge of duty,
3,,,,,,,,,,,,,,,,,,,18,iha,here,
3,,,,,,,,,,,,,,,,,,,18,kaśhchana,whatsoever,
3,,,,,,,,,,,,,,,,,,,18,na,never,
3,,,,,,,,,,,,,,,,,,,18,cha,and,
3,,,,,,,,,,,,,,,,,,,18,asya,of that person,
3,,,,,,,,,,,,,,,,,,,18,sarva,bhūteṣhu,
3,,,,,,,,,,,,,,,,,,,18,kaśhchit,any,
3,,,,,,,,,,,,,,,,,,,18,artha,necessity,
3,,,,,,,,,,,,,,,,,,,18,vyapāśhrayaḥ,to depend upon,
3,,,,,,,,,,,,,,,,,,,19,tasmāt,therefore,
3,,,,,,,,,,,,,,,,,,,19,asaktaḥ,without attachment,
3,,,,,,,,,,,,,,,,,,,19,satatam,constantly,
3,,,,,,,,,,,,,,,,,,,19,kāryam,duty,
3,,,,,,,,,,,,,,,,,,,19,karma,action,
3,,,,,,,,,,,,,,,,,,,19,samāchara,perform,
3,,,,,,,,,,,,,,,,,,,19,asaktaḥ,unattached,
3,,,,,,,,,,,,,,,,,,,19,hi,certainly,
3,,,,,,,,,,,,,,,,,,,19,ācharan,performing,
3,,,,,,,,,,,,,,,,,,,19,karma,work,
3,,,,,,,,,,,,,,,,,,,19,param,the Supreme,
3,,,,,,,,,,,,,,,,,,,19,āpnoti,attains,
3,,,,,,,,,,,,,,,,,,,19,pūruṣhaḥ,a person,
3,,,,,,,,,,,,,,,,,,,20,karmaṇā,by the performance of prescribed duties,
3,,,,,,,,,,,,,,,,,,,20,eva,only,
3,,,,,,,,,,,,,,,,,,,20,hi,certainly,
3,,,,,,,,,,,,,,,,,,,20,sansiddhim,perfection,
3,,,,,,,,,,,,,,,,,,,20,āsthitāḥ,attained,
3,,,,,,,,,,,,,,,,,,,20,janaka,ādayaḥ,
3,,,,,,,,,,,,,,,,,,,20,loka,saṅgraham,
3,,,,,,,,,,,,,,,,,,,20,eva api,only,
3,,,,,,,,,,,,,,,,,,,20,sampaśhyan,considering,
3,,,,,,,,,,,,,,,,,,,20,kartum,to perform,
3,,,,,,,,,,,,,,,,,,,20,arhasi,you should,
3,,,,,,,,,,,,,,,,,,,20,yat yat,whatever,
3,,,,,,,,,,,,,,,,,,,20,ācharati,does,
3,,,,,,,,,,,,,,,,,,,20,śhreṣhṭhaḥ,the best,
